0.001, 100, 0.10439167962663132, 0.012028187993777634, 0.008678100009768135 
0.005, 100, 0.4322572670802501, 0.04573319970802046, 0.029834113231822494 
0.01, 100, 0.6951206934840982, 0.06860855418113967, 0.038780039563814005 
0.05, 100, 1.089969183119605, 0.11200686865659008, 0.017997804355818423 
0.1, 100, 1.0964316878594287, 0.124362074349914, 0.005657641165431599 
0.5, 100, 1.0964608113924048, 0.12861719390874368, 0.0014025223111921684 
1, 100, 1.096460811392405, 0.1286172323233758, 0.0014024838965557423 
5, 100, -9.169965070310477e+71, -1.8572347806572243e+87, -1.857234780657223e+87 
10, 100, -1.1508062458734483e+105, -1.306120657185955e+120, -1.306120657185955e+120 
0.75, 1000, 1.096460811392405, 0.12861723232338004, 0.0014024838965558026 
